,Infected_Lbr_01,Infected_Lbr_02,Infected_Lbr_03,Infected_Lbr_04,Infected_Lbr_05,Infected_Lbr_06,Infected_Lbr_07,Infected_Lbr_08,Infected_Lbr_09,Infected_Lbr_10,Infected_Lbr_11,Infected_Lbr_12,Infected_Lbr_13,Infected_Lbr_14,Infected_Lbr_15,Infected_Lbr_16,Infected_Lbr_17,Infected_Lbr_18,Infected_Lbr_19,Infected_Lbr_20,Infected_Lbr_21,Infected_Lbr_22,Non-infected_01,Non-infected_02,Non-infected_03,Non-infected_04,Non-infected_05,Non-infected_06,Non-infected_07,Non-infected_08,Non-infected_09,Non-infected_10,Non-infected_11,Non-infected_12,Non-infected_13,Non-infected_14,Non-infected_15,Non-infected_16,Non-infected_17,Non-infected_18,Non-infected_19,Non-infected_20,Non-infected_21,Non-infected_22,Non-infected_23,Non-infected_24,Non-infected_25,Non-infected_26,Non-infected_27,Non-infected_28
0,13.002983,14.093411,12.736508,13.953169,14.962853,16.329433,12.053166,13.273,9.193004,18.077059,11.341273,12.318135,8.540503,13.107737,7.964399,12.431524,8.39738,24.961899,15.205744,16.425181,17.091733,14.695808,10.526577,11.674223,9.640826,17.498348,23.979559,23.979559,9.736525,13.961722,7.141632,11.318748,11.093413,22.631685,10.569238,10.001188,10.515356,10.956445,7.013386,7.375968,14.975201,15.232053,9.074001,13.656234,20.045174,20.639363,15.840302,15.222569,7.56878,21.571088
